order_id,customer_id,listing_id,quantity,price_at_purchase,order_status,event_timestamp
5021,c103,L049,1,440.62,DELIVERED,"6:12 AM Dec 28, 2023"
5022,c072,L009,1,236.34,PLACED,"6:29 AM Mar 17, 2023"
5022,c072,L009,1,236.34,CANCELED,03/17/2023 07:04:50
5022,c072,L015,2,252.17,PLACED,"6:29 AM Mar 17, 2023"
5022,c072,L015,2,252.17,Shipped,2023-03-19 12:29:17
5022,c072,L015,2,252.17,delivred,"11:29 AM Mar 25, 2023"
5022,c072,L028,2,411.26,placed,2023-03-17 06:30:52
5022,c072,L028,2,411.26,Shipped,03/18/2023 20:30:52
5022,c072,L028,2,411.26,delivred,03/22/2023 07:30:52
5022,c072,L038,2,61.07,placedd,"6:28 AM Mar 17, 2023"
5022,c072,L038,2,61.07,shipped,03/19/2023 18:28:36
5022,c072,L038,2,61.07,delivered,2023-03-24 09:28:36
5023,c135,L053,3,459.05,Placed,01/04/2024 15:32:07
5023,c135,L053,3,459.05,SHIPPED,01/05/2024 22:32:07
5023,c135,L053,3,459.05,delivred,2024-01-08 23:32:07
5023,c135,L094,2,376.39,Placed,01/04/2024 15:32:14
5023,c135,L094,2,376.39,shipped,01/06/2024 11:32:14
5023,c135,L094,2,376.39,delivered,01/10/2024 02:32:14
5023,c135,L032,2,75.42,PLACED,01/04/2024 15:33:51
5023,c135,L032,2,75.42,Shipped,"5:33 AM Jan 06, 2024"
5023,c135,L032,2,75.42,delivred,2024-01-09 10:33:51
5024,c058,L023,3,408.79,placedd,06/12/2023 05:35:02
5024,c058,L023,3,408.79,SHIPPED,"12:35 AM Jun 14, 2023"
5024,c058,L023,3,408.79,Delivered,"1:35 AM Jun 18, 2023"
5024,c058,L021,3,185.75,placedd,2023-06-12 05:36:58
5024,c058,L021,3,185.75,canceled,"6:26 AM Jun 12, 2023"
5024,c058,L073,2,108.79,placedd,2023-06-12 05:33:27
5024,c058,L073,2,108.79,shiped,06/12/2023 17:33:27
5024,c058,L073,2,108.79,delivred,2023-06-17 11:33:27
5024,c058,L007,1,105.72,PLACED,06/12/2023 05:33:25
5024,c058,L007,1,105.72,SHIPPED,06/13/2023 09:33:25
5024,c058,L007,1,105.72,delivred,06/18/2023 22:33:25
5025,c048,L079,1,34.13,placedd,"4:19 AM Mar 23, 2024"
5025,c048,L079,1,34.13,SHIPPED,"9:19 PM Mar 25, 2024"
5025,c048,L079,1,34.13,DELIVERED,2024-03-27 16:19:15
5025,c048,L095,3,421.59,PLACED,03/23/2024 04:23:50
5025,c048,L095,3,421.59,SHIPPED,"8:23 AM Mar 24, 2024"
5025,c048,L095,3,421.59,delivered,2024-03-29 11:23:50
5025,c048,L018,1,466.79,placed,2024-03-23 04:21:19
5025,c048,L018,1,466.79,shipped,2024-03-25 17:21:19
5025,c048,L018,1,466.79,DELIVERED,"2:21 PM Mar 30, 2024"
5026,c018,L099,3,48.88,Placed,"8:32 AM Jul 01, 2023"
5026,c018,L099,3,48.88,Cancelled,2023-07-01 09:54:49
5026,c018,L051,2,68.91,Placed,"8:35 AM Jul 01, 2023"
5026,c018,L051,2,68.91,shiped,2023-07-01 11:35:49
5026,c018,L051,2,68.91,DELIVERED,"4:35 AM Jul 04, 2023"
5026,c018,L019,2,380.78,Placed,"8:32 AM Jul 01, 2023"
5026,c018,L019,2,380.78,shipped,"8:32 PM Jul 02, 2023"
5026,c018,L019,2,380.78,DELIVERED,"2:32 PM Jul 06, 2023"
5027,c077,L053,1,420.68,placedd,04/17/2024 15:38:23
5027,c077,L053,1,420.68,canceledd,04/17/2024 15:44:23
5027,c077,L072,1,380.87,placed,04/17/2024 15:39:26
5027,c077,L072,1,380.87,Shipped,2024-04-19 17:39:26
5027,c077,L072,1,380.87,Delivered,"10:39 AM Apr 22, 2024"
5027,c077,L031,1,340.82,placed,"3:42 PM Apr 17, 2024"
5027,c077,L031,1,340.82,Shipped,04/17/2024 20:42:31
5027,c077,L031,1,340.82,DELIVERED,04/22/2024 07:42:31
5027,c077,L010,1,488.61,placedd,2024-04-17 15:39:21
5027,c077,L010,1,488.61,SHIPPED,04/19/2024 19:39:21
5027,c077,L010,1,488.61,DELIVERED,2024-04-23 06:39:21
5027,c077,L075,1,362.43,placedd,04/17/2024 15:37:51
5027,c077,L075,1,362.43,shiped,2024-04-18 07:37:51
5027,c077,L075,1,362.43,delivred,2024-04-19 15:37:51
5028,c157,L019,3,98.8,placed,2023-06-16 07:04:16
5028,c157,L019,3,98.8,SHIPPED,2023-06-18 21:04:16
5028,c157,L019,3,98.8,delivred,"4:04 AM Jun 23, 2023"
5028,c157,L024,1,495.27,placedd,06/16/2023 07:05:42
5028,c157,L024,1,495.27,shipped,06/17/2023 09:05:42
5028,c157,L024,1,495.27,Delivered,06/21/2023 11:05:42
5028,c157,L068,3,380.68,placed,"7:02 AM Jun 16, 2023"
5028,c157,L068,3,380.68,Shipped,06/18/2023 22:02:26
5028,c157,L043,3,36.51,Placed,"7:02 AM Jun 16, 2023"
5028,c157,L043,3,36.51,shiped,2023-06-16 18:02:49
5028,c157,L043,3,36.51,Delivered,"2:02 AM Jun 22, 2023"
5028,c157,L017,2,82.3,PLACED,2023-06-16 07:05:17
5028,c157,L017,2,82.3,cancelled,06/16/2023 08:16:17
5029,c055,L063,3,395.19,placed,2024-04-29 09:00:38
5029,c055,L063,3,395.19,shiped,04/30/2024 23:00:38
5029,c055,L063,3,395.19,delivered,"2:00 PM May 03, 2024"
5030,c125,L098,3,261.31,PLACED,"3:29 AM Jul 19, 2023"
5030,c125,L098,3,261.31,SHIPPED,2023-07-19 11:29:06
5030,c125,L098,3,261.31,delivred,"7:29 AM Jul 22, 2023"
5030,c125,L081,2,218.92,PLACED,07/19/2023 03:28:41
5030,c125,L081,2,218.92,SHIPPED,2023-07-21 10:28:41
5030,c125,L081,2,218.92,DELIVERED,2023-07-24 22:28:41
5030,c125,L044,3,410.18,PLACED,"3:31 AM Jul 19, 2023"
5030,c125,L044,3,410.18,shipped,2023-07-21 02:31:29
5030,c125,L052,2,285.72,placedd,07/19/2023 03:32:03
5030,c125,L052,2,285.72,SHIPPED,"3:32 PM Jul 21, 2023"
5030,c125,L052,2,285.72,DELIVERED,"8:32 PM Jul 26, 2023"
5031,c051,L058,1,450.46,placedd,08/03/2023 07:30:31
5031,c051,L058,1,450.46,SHIPPED,08/05/2023 10:30:31
5031,c051,L047,3,327.03,placedd,08/03/2023 07:28:37
5031,c051,L047,3,327.03,Shipped,2023-08-04 01:28:37
5031,c051,L047,3,327.03,delivered,"3:28 PM Aug 05, 2023"
5032,c100,L076,1,166.15,Placed,2024-02-16 10:26:22
5032,c100,L076,1,166.15,Shipped,2024-02-17 00:26:22
5032,c100,L076,1,166.15,delivred,"10:26 AM Feb 22, 2024"
5032,c100,L060,2,466.86,placedd,"10:27 AM Feb 16, 2024"
5032,c100,L060,2,466.86,shiped,02/18/2024 09:27:29
5032,c100,L060,2,466.86,Delivered,"12:27 AM Feb 22, 2024"
5033,c117,L015,1,205.38,PLACED,12/08/2023 19:50:48
5033,c117,L015,1,205.38,shipped,12/10/2023 22:50:48
5033,c117,L015,1,205.38,delivered,"11:50 PM Dec 13, 2023"
5033,c117,L079,1,65.48,PLACED,"7:50 PM Dec 08, 2023"
5033,c117,L079,1,65.48,Shipped,2023-12-08 20:50:09
5033,c117,L079,1,65.48,delivred,"6:50 AM Dec 12, 2023"
5033,c117,L029,3,92.4,placedd,2023-12-08 19:51:09
5033,c117,L029,3,92.4,SHIPPED,2023-12-09 11:51:09
5033,c117,L029,3,92.4,delivered,2023-12-14 15:51:09
5033,c117,L077,3,39.26,Placed,2023-12-08 19:52:42
5033,c117,L077,3,39.26,shiped,12/11/2023 05:52:42
5033,c117,L077,3,39.26,delivred,2023-12-16 12:52:42
5033,c117,L032,2,425.97,placed,12/08/2023 19:49:57
5033,c117,L032,2,425.97,SHIPPED,12/10/2023 21:49:57
5033,c117,L032,2,425.97,Delivered,12/12/2023 07:49:57
5034,c068,L069,1,128.93,PLACED,2023-06-05 13:26:47
5034,c068,L069,1,128.93,Shipped,2023-06-06 06:26:47
5034,c068,L069,1,128.93,delivered,"3:26 AM Jun 08, 2023"
5034,c068,L028,1,20.26,placedd,06/05/2023 13:28:51
5034,c068,L028,1,20.26,SHIPPED,"6:28 AM Jun 06, 2023"
5034,c068,L028,1,20.26,delivred,"5:28 PM Jun 09, 2023"
5034,c068,L052,3,331.95,PLACED,"1:27 PM Jun 05, 2023"
5034,c068,L052,3,331.95,shipped,2023-06-07 16:27:24
5034,c068,L052,3,331.95,DELIVERED,"2:27 PM Jun 10, 2023"
5035,c087,L032,1,126.71,Placed,2023-12-10 03:28:58
5035,c087,L032,1,126.71,CANCELED,2023-12-10 04:29:58
5035,c087,L098,3,34.4,placed,"3:29 AM Dec 10, 2023"
5035,c087,L098,3,34.4,Shipped,12/11/2023 21:29:26
5035,c087,L098,3,34.4,Delivered,2023-12-15 02:29:26
5035,c087,L043,1,34.13,placed,2023-12-10 03:26:59
5035,c087,L043,1,34.13,shipped,2023-12-10 04:26:59
5035,c087,L043,1,34.13,delivred,2023-12-12 19:26:59
5035,c087,L003,2,109.63,Placed,2023-12-10 03:26:14
5035,c087,L003,2,109.63,shiped,2023-12-10 19:26:14
5035,c087,L003,2,109.63,delivred,2023-12-14 22:26:14
5036,c030,L024,3,322.29,PLACED,03/06/2023 01:29:33
5036,c030,L024,3,322.29,shipped,2023-03-06 21:29:33
5036,c030,L024,3,322.29,delivred,03/08/2023 23:29:33
5036,c030,L087,3,199.78,PLACED,"1:32 AM Mar 06, 2023"
5036,c030,L087,3,199.78,shiped,"3:32 AM Mar 07, 2023"
5036,c030,L087,3,199.78,delivered,"12:32 AM Mar 09, 2023"
5036,c030,L050,3,446.82,placedd,03/06/2023 01:30:01
5036,c030,L050,3,446.82,shiped,03/07/2023 06:30:01
5036,c030,L050,3,446.82,delivered,2023-03-08 07:30:01
5036,c030,L020,1,152.2,placed,"1:30 AM Mar 06, 2023"
5036,c030,L020,1,152.2,Shipped,"6:30 AM Mar 07, 2023"
5036,c030,L020,1,152.2,Delivered,03/09/2023 20:30:56
5037,c150,L012,3,191.1,placedd,"5:35 AM Feb 22, 2024"
5037,c150,L012,3,191.1,shipped,02/24/2024 19:35:26
5037,c150,L012,3,191.1,delivred,02/26/2024 04:35:26
5037,c150,L057,2,114.92,PLACED,"5:38 AM Feb 22, 2024"
5037,c150,L057,2,114.92,shipped,02/22/2024 23:38:32
5037,c150,L057,2,114.92,DELIVERED,"12:38 AM Feb 27, 2024"
5037,c150,L005,2,172.71,Placed,02/22/2024 05:37:53
5037,c150,L005,2,172.71,SHIPPED,02/24/2024 15:37:53
5037,c150,L005,2,172.71,delivred,"5:37 AM Mar 01, 2024"
5037,c150,L037,3,222.56,placedd,02/22/2024 05:37:20
5037,c150,L037,3,222.56,SHIPPED,02/23/2024 12:37:20
5037,c150,L037,3,222.56,Delivered,02/25/2024 04:37:20
5038,c140,L069,1,170.76,placedd,2024-05-17 02:36:05
5038,c140,L069,1,170.76,Shipped,2024-05-18 16:36:05
5038,c140,L069,1,170.76,DELIVERED,2024-05-24 14:36:05
5038,c140,L088,3,320.41,placed,2024-05-17 02:34:40
5038,c140,L088,3,320.41,canceled,05/17/2024 04:18:40
5038,c140,L064,2,402.88,placed,05/17/2024 02:34:52
5038,c140,L064,2,402.88,Shipped,2024-05-19 22:34:52
5038,c140,L064,2,402.88,DELIVERED,"3:34 PM May 22, 2024"
5038,c140,L041,1,433.59,Placed,05/17/2024 02:36:55
5038,c140,L041,1,433.59,SHIPPED,05/19/2024 08:36:55
5038,c140,L041,1,433.59,delivred,2024-05-23 07:36:55
5038,c140,L095,1,286.81,placed,2024-05-17 02:37:02
5038,c140,L095,1,286.81,cancelled,05/17/2024 03:47:02
5039,c159,L056,3,23.67,placedd,05/11/2023 20:09:23
5039,c159,L056,3,23.67,shipped,05/12/2023 11:09:23
5039,c159,L056,3,23.67,DELIVERED,05/18/2023 00:09:23
5039,c159,L090,2,330.68,Placed,2023-05-11 20:07:09
5039,c159,L090,2,330.68,shipped,"8:07 AM May 12, 2023"
5039,c159,L090,2,330.68,delivered,"10:07 AM May 14, 2023"
5039,c159,L050,1,251.27,Placed,"8:10 PM May 11, 2023"
5039,c159,L050,1,251.27,SHIPPED,"10:10 AM May 14, 2023"
5039,c159,L050,1,251.27,DELIVERED,"4:10 AM May 16, 2023"
5040,c079,L057,1,337.13,PLACED,"12:53 AM Feb 27, 2024"
5040,c079,L057,1,337.13,shiped,02/28/2024 09:53:53
5040,c079,L057,1,337.13,delivered,03/02/2024 22:53:53
5040,c079,L036,1,236.4,Placed,2024-02-27 00:54:17
5040,c079,L036,1,236.4,SHIPPED,"7:54 PM Feb 28, 2024"
5040,c079,L036,1,236.4,delivered,03/01/2024 15:54:17
5041,c070,L078,2,497.33,PLACED,2023-01-06 14:33:15
5041,c070,L078,2,497.33,canceled,"3:09 PM Jan 06, 2023"
5041,c070,L093,1,238.35,Placed,01/06/2023 14:32:30
5041,c070,L093,1,238.35,shipped,"8:32 PM Jan 07, 2023"
5041,c070,L093,1,238.35,delivred,01/10/2023 07:32:30
5041,c070,L032,1,189.11,placedd,"2:34 PM Jan 06, 2023"
5041,c070,L032,1,189.11,cancelled,2023-01-06 16:25:54
5041,c070,L070,3,42.19,placed,"2:35 PM Jan 06, 2023"
5041,c070,L070,3,42.19,shipped,"1:35 AM Jan 09, 2023"
5041,c070,L055,3,382.09,PLACED,01/06/2023 14:34:36
5041,c070,L055,3,382.09,Shipped,"4:34 AM Jan 08, 2023"
5041,c070,L055,3,382.09,delivred,"3:34 PM Jan 09, 2023"
5042,c128,L064,3,418.2,placed,2023-07-09 19:47:53
5042,c128,L064,3,418.2,SHIPPED,"11:47 AM Jul 11, 2023"
5042,c128,L064,3,418.2,delivered,2023-07-16 09:47:53
5042,c128,L066,1,185.68,Placed,"7:46 PM Jul 09, 2023"
5042,c128,L066,1,185.68,shipped,"3:46 AM Jul 10, 2023"
5042,c128,L066,1,185.68,delivred,07/13/2023 17:46:55
5042,c128,L007,1,425.08,placedd,"7:48 PM Jul 09, 2023"
5042,c128,L007,1,425.08,shipped,07/12/2023 18:48:31
5042,c128,L007,1,425.08,delivred,"11:48 PM Jul 14, 2023"
5042,c128,L025,1,123.96,PLACED,2023-07-09 19:48:39
5042,c128,L025,1,123.96,Shipped,07/11/2023 00:48:39
5042,c128,L025,1,123.96,Delivered,2023-07-16 05:48:39
5042,c128,L033,2,343.23,Placed,07/09/2023 19:49:51
5042,c128,L033,2,343.23,Shipped,07/11/2023 05:49:51
5042,c128,L033,2,343.23,delivered,"10:49 PM Jul 14, 2023"
5043,c005,L050,2,22.62,Placed,2023-04-22 04:05:54
5043,c005,L050,2,22.62,shipped,04/22/2023 16:05:54
5043,c005,L050,2,22.62,delivered,04/28/2023 03:05:54
5043,c005,L063,3,99.28,placedd,"4:07 AM Apr 22, 2023"
5043,c005,L063,3,99.28,shiped,2023-04-22 06:07:22
5043,c005,L066,1,306.6,placedd,04/22/2023 04:03:08
5043,c005,L066,1,306.6,shipped,"10:03 AM Apr 24, 2023"
5044,c017,L017,2,104.86,Placed,2024-01-12 09:06:51
5044,c017,L017,2,104.86,canceled,01/12/2024 10:52:51
5044,c017,L055,2,253.82,PLACED,"9:04 AM Jan 12, 2024"
5044,c017,L055,2,253.82,shipped,01/13/2024 19:04:35
5044,c017,L055,2,253.82,delivred,2024-01-17 06:04:35
5044,c017,L085,1,438.88,placedd,"9:07 AM Jan 12, 2024"
5044,c017,L085,1,438.88,Shipped,01/13/2024 00:07:20
5044,c017,L085,1,438.88,delivred,"5:07 PM Jan 15, 2024"
5045,c042,L014,2,130.95,placed,"10:57 PM Jun 27, 2023"
5045,c042,L014,2,130.95,shipped,"2:57 PM Jun 29, 2023"
5045,c042,L014,2,130.95,Delivered,2023-07-04 16:57:01
5045,c042,L060,3,205.6,placed,06/27/2023 22:58:32
5045,c042,L060,3,205.6,SHIPPED,06/29/2023 13:58:32
5045,c042,L060,3,205.6,Delivered,2023-07-02 00:58:32
5045,c042,L039,1,477.0,placedd,06/27/2023 23:00:11
5045,c042,L039,1,477.0,SHIPPED,"11:00 AM Jun 30, 2023"
5045,c042,L039,1,477.0,DELIVERED,"9:00 PM Jul 03, 2023"
5046,c047,L060,3,147.77,Placed,2024-02-03 18:54:58
5046,c047,L060,3,147.77,canceled,02/03/2024 20:50:58
5046,c047,L010,3,40.29,placedd,"6:56 PM Feb 03, 2024"
5046,c047,L010,3,40.29,SHIPPED,02/04/2024 05:56:17
5046,c047,L010,3,40.29,DELIVERED,2024-02-09 12:56:17
5046,c047,L066,1,480.55,placedd,"6:59 PM Feb 03, 2024"
5046,c047,L066,1,480.55,Shipped,2024-02-04 06:59:25
5046,c047,L066,1,480.55,Delivered,02/05/2024 22:59:25
5046,c047,L011,3,423.63,Placed,2024-02-03 18:56:16
5046,c047,L011,3,423.63,SHIPPED,2024-02-06 08:56:16
5046,c047,L011,3,423.63,Delivered,"7:56 AM Feb 09, 2024"
5046,c047,L012,3,320.93,PLACED,"6:55 PM Feb 03, 2024"
5046,c047,L012,3,320.93,Shipped,02/05/2024 16:55:37
